room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,last_modified,latitude,longitude,location
1486847,1363,7951699,Entire home/apt,,Zurich,,Kreis 3,36,4.5,2,1.0,,132.0,,"Grosse 2,5 Zwg mit Balkon im Kreis4",2017-06-22 19:59:49.653638,47.37328,8.517122,0101000020E61000009015FC36C40821401D2098A3C7AF4740
7867894,1363,41465304,Entire home/apt,,Zurich,,Kreis 11,1,0.0,2,2.0,,143.0,,Zürich Seebach,2017-06-22 19:59:46.362519,47.423984,8.542195,0101000020E6100000041C42959A1521407D03931B45B64740
16436258,1363,8175597,Entire home/apt,,Zurich,,Kreis 7,0,0.0,4,2.0,,143.0,,Zurich flat (city trip or business relax),2017-06-22 19:59:46.359511,47.364053,8.55691,0101000020E610000077A1B94E231D21405E81E84999AE4740
19165014,1363,22422574,Entire home/apt,,Zurich,,Kreis 1,3,5.0,4,1.0,,142.0,,TOP! Bahnhofstrasse and Main Station — 400 meters,2017-06-22 19:59:46.351496,47.372676,8.542485,0101000020E610000020240B98C01521408600E0D8B3AF4740
16819240,1363,23561865,Entire home/apt,,Zurich,,Kreis 8,13,5.0,4,1.0,,137.0,,"Executive 1BR flat, city center (Hammer 2)",2017-06-22 19:59:46.349216,47.359864,8.557946,0101000020E610000037DE1D19AB1D2140FE80070610AE4740
16386461,1363,8933110,Entire home/apt,,Zurich,,Kreis 8,2,0.0,3,1.0,,127.0,,Cozy central appartement 5min from the lake,2017-06-22 19:59:46.346585,47.364071,8.553286,0101000020E610000058AB764D481B21400536E7E099AE4740
1528138,1363,8152499,Entire home/apt,,Zurich,,Kreis 6,32,5.0,4,1.0,,127.0,,Modern Appartement with own Garden,2017-06-22 19:59:46.344399,47.395002,8.534417,0101000020E610000055DAE21A9F11214063EDEF6C8FB24740
13142606,1363,2668176,Entire home/apt,,Zurich,,Kreis 1,77,4.5,4,1.0,,144.0,,City center - Bahnhofstrasse and Main Station 400m,2017-06-22 19:59:46.342255,47.374652,8.544624,0101000020E6100000C13BF9F4D8162140C4B0C398F4AF4740
16687501,1363,110479613,Entire home/apt,,Zurich,,Kreis 8,7,4.5,2,1.0,,126.0,,"Moderne, luxuriös ausgestattete Wohnung in Seefeld",2017-06-22 19:59:46.339922,47.358289,8.551051,0101000020E61000002FDB4E5B231A21401EC2F869DCAD4740
6642297,1363,15972923,Entire home/apt,,Zurich,,Kreis 3,3,5.0,2,1.0,,127.0,,Zrh City - you wanna stay forever,2017-06-22 19:59:46.335354,47.37081,8.511262,0101000020E610000007600322C4052140CF83BBB376AF4740
2047753,1363,7777034,Entire home/apt,,Zurich,,Kreis 11,43,5.0,2,1.0,,127.0,,Nice apartment in Zurich-Affoltern,2017-06-22 19:59:46.332516,47.425409,8.49986,0101000020E6100000392861A6EDFF2040483657CD73B64740
16575195,1363,2689186,Entire home/apt,,Zurich,,Kreis 5,6,5.0,2,1.0,,137.0,,Stylish and comfy flat in the heart of Zurich,2017-06-22 19:59:46.329797,47.384498,8.528812,0101000020E6100000F7764B72C00E21404FB0FF3A37B14740
14544584,1363,5645695,Entire home/apt,,Zurich,,Kreis 1,24,5.0,4,1.0,,138.0,,Super Wohnung am Paradeplatz,2017-06-22 19:59:46.326782,47.370949,8.540071,0101000020E61000003909A52F84142140F1BDBF417BAF4740
6616033,1363,34626684,Entire home/apt,,Zurich,,Kreis 6,17,5.0,4,1.0,,135.0,,"2 Zimmer Wohnung,  Parkplatz incl.",2017-06-22 19:59:46.324161,47.402726,8.535941,0101000020E6100000CB2BD7DB66122140DC9F8B868CB34740
17918837,1363,118154826,Entire home/apt,,Zurich,,Kreis 11,8,5.0,4,2.0,,127.0,,Vintage apartment with two bedrooms,2017-06-22 19:59:46.321798,47.410737,8.536515,0101000020E61000007BA01518B2122140EA20AF0793B44740
2268476,1363,11583529,Entire home/apt,,Zurich,,Kreis 7,176,5.0,2,1.0,,134.0,,"Central Studio+balcony, lake 10 min",2017-06-22 19:59:46.317134,47.367302,8.552554,0101000020E6100000488C9E5BE81A2140B1E07EC003AF4740
18438019,1363,13031652,Entire home/apt,,Zurich,,Kreis 6,7,5.0,2,1.0,,143.0,,Amazing view - 15 minutes walk to main station,2017-06-22 19:59:46.314374,47.385391,8.553414,0101000020E61000000E4C6E14591B21401C96067E54B14740
16196609,1363,50348083,Entire home/apt,,Zurich,,Kreis 11,0,0.0,2,1.0,,106.0,,Swiss Star Oerlikon - 1 bedroom apartment #01,2017-06-22 19:59:44.896319,47.410554,8.54066,0101000020E6100000BF823463D1142140F99E91088DB44740
1473567,1363,7888485,Entire home/apt,,Zurich,,Kreis 3,24,4.5,4,2.0,,115.0,,Subletting apartment or room,2017-06-22 19:59:44.894178,47.366105,8.502819,0101000020E6100000679DF17D7101214077F35487DCAE4740
12218415,1363,2138160,Entire home/apt,,Zurich,,Kreis 5,0,0.0,3,0.0,,106.0,,Loft Apartment in SOHO Zurich,2017-06-22 19:59:44.888371,47.389384,8.521001,0101000020E6100000D95DA0A4C00A2140F7CABC55D7B14740
15151162,1363,50348083,Entire home/apt,,Zurich,,Kreis 3,24,4.0,2,0.0,,106.0,,Swiss Star Aemtlerstrasse - Studio,2017-06-22 19:59:44.885607,47.37527,8.509597,0101000020E61000008847E2E5E9042140C095ECD808B04740
14325762,1363,87657479,Entire home/apt,,Zurich,,Kreis 4,3,4.5,3,1.0,,107.0,,"Perfect for some days in the city (centre, lake)",2017-06-22 19:59:44.883522,47.371235,8.526957,0101000020E6100000EACBD24ECD0D2140B610E4A084AF4740
8841806,1363,13915482,Entire home/apt,,Zurich,,Kreis 4,0,0.0,2,1.0,,115.0,,Cozy Apartm 65m2 -  center Zurich,2017-06-22 19:59:44.879931,47.3745,8.529425,0101000020E61000009E5E29CB100F21400E2DB29DEFAF4740
5821214,1363,13917037,Entire home/apt,,Zurich,,Kreis 7,6,4.5,2,0.0,,105.0,,Studio close to the lake w balcony!,2017-06-22 19:59:44.877463,47.369933,8.553915,0101000020E6100000168733BF9A1B2140085BECF659AF4740
13965020,1363,1989746,Entire home/apt,,Zurich,,Kreis 4,5,5.0,3,0.0,,106.0,,BRANDNEW STUDIO®,2017-06-22 19:59:44.872060,47.377841,8.527801,0101000020E61000009A97C3EE3B0E2140410B09185DB04740
18644051,1363,2464873,Entire home/apt,,Zurich,,Kreis 7,1,0.0,5,2.0,,116.0,,"Near center and lake: spacious, sunny apartment",2017-06-22 19:59:44.869955,47.369597,8.552297,0101000020E61000009A5B21ACC61A214090D959F44EAF4740
18364679,1363,67232891,Entire home/apt,,Zurich,,Kreis 4,0,0.0,5,2.0,,116.0,,Perfect apartment in the heart of Zurich,2017-06-22 19:59:44.867805,47.37353,8.524369,0101000020E61000008C12F4177A0C21409609BFD4CFAF4740
19040977,1363,3515231,Entire home/apt,,Zurich,,Kreis 6,0,0.0,4,2.0,,116.0,,Stunning central zürich apartment,2017-06-22 19:59:44.865201,47.380931,8.54293,0101000020E6100000D908C4EBFA1521402B84D558C2B04740
3722997,1363,12230387,Entire home/apt,,Zurich,,Kreis 1,40,5.0,2,1.0,,106.0,,Super Central Downtown Roof Top Apartment,2017-06-22 19:59:44.861267,47.377824,8.543614,0101000020E6100000A54BFF92541621406BD26D895CB04740
16993907,1363,16050901,Entire home/apt,,Zurich,,Kreis 5,1,0.0,3,2.0,,105.0,,Modern APT in BEST LOCATION!,2017-06-22 19:59:42.815396,47.385853,8.524302,0101000020E61000006D74CE4F710C2140200890A163B14740
11689015,1363,22469952,Entire home/apt,,Zurich,,Kreis 2,2,0.0,2,1.0,,116.0,,Gemütliche Wohnung - zentral und ruhig,2017-06-22 19:59:42.809213,47.358929,8.526597,0101000020E6100000EB573A1F9E0D2140024BAE62F1AD4740
4631812,1363,19195428,Entire home/apt,,Zurich,,Kreis 3,2,0.0,2,1.0,,104.0,,Comfy home in a central green area,2017-06-22 19:59:42.805903,47.368335,8.51615,0101000020E61000002AA913D044082140707CED9925AF4740
4492767,1363,8826301,Entire home/apt,,Zurich,,Kreis 3,9,4.0,3,1.0,,105.0,,Modern apartment close to center,2017-06-22 19:59:42.801620,47.376515,8.51356,0101000020E610000049111956F10621400ABABDA431B04740
8123434,1363,3367007,Entire home/apt,,Zurich,,Kreis 3,5,4.5,4,2.0,,121.0,,Central and quiet apartment,2017-06-22 19:59:42.799126,47.367284,8.51932,0101000020E61000004451A04FE40921400A2C802903AF4740
18011069,1363,24789862,Entire home/apt,,Zurich,,Kreis 11,0,0.0,2,1.0,,106.0,,"Cosy flat in Zurich, Oerlikon",2017-06-22 19:59:42.795023,47.405234,8.546892,0101000020E610000058E36C3A02182140179D2CB5DEB34740
13148799,1363,7909882,Entire home/apt,,Zurich,,Kreis 1,13,5.0,2,0.0,,105.0,,Centrally located studio flat in historical Zurich,2017-06-22 19:59:40.736145,47.374204,8.544589,0101000020E6100000CF85915ED41621402504ABEAE5AF4740
14131180,1363,85254448,Entire home/apt,,Zurich,,Kreis 7,0,0.0,2,1.0,,115.0,,"Cozy flat in Zurich, near the center!",2017-06-22 19:59:40.733969,47.358259,8.587535,0101000020E6100000BF823463D12C2140B33F506EDBAD4740
7398742,1363,28237395,Entire home/apt,,Zurich,,Kreis 2,6,4.5,4,1.0,,116.0,,Flavio's place,2017-06-22 19:59:40.731238,47.361339,8.536329,0101000020E6100000F3CAF5B6991221407AE2395B40AE4740
19190506,1363,7648414,Entire home/apt,,Zurich,,Kreis 7,0,0.0,3,2.0,,105.0,,Well located spacious apartment,2017-06-22 19:59:40.726975,47.366902,8.553366,0101000020E6100000CA6FD1C9521B2140236B0DA5F6AE4740
4278380,1363,4072483,Entire home/apt,,Zurich,,Kreis 3,0,0.0,2,0.0,,106.0,,Schöne 1-Zimmer Dach-Wohnung,2017-06-22 19:59:40.724254,47.37067,8.518199,0101000020E6100000CAA31B6151092140DDCD531D72AF4740
9619546,1363,49767319,Entire home/apt,,Zurich,,Kreis 8,0,0.0,2,2.0,,106.0,,,2017-06-22 19:59:40.721654,47.358181,8.55585,0101000020E610000094F6065F981C2140388600E0D8AD4740
6344655,1363,15044127,Entire home/apt,,Zurich,,Kreis 3,0,0.0,2,1.0,,109.0,,Rooftop Studio with two balconies,2017-06-22 19:59:40.719445,47.369349,8.525069,0101000020E61000006F490ED8D50C2140B8E7F9D346AF4740
18185119,1363,8955993,Entire home/apt,,Zurich,,Kreis 4,0,0.0,4,2.0,,105.0,,"Bright, big flat in the city center",2017-06-22 19:59:40.715604,47.373791,8.528693,0101000020E61000008E3F51D9B00E214002452C62D8AF4740
5286418,1363,27371132,Entire home/apt,,Zurich,,Kreis 10,0,0.0,4,3.0,,106.0,,"central Zürich, 5 room-appartement",2017-06-22 19:59:40.709763,47.397474,8.525195,0101000020E6100000A20BEA5BE60C21405281936DE0B24740
7623906,1363,2323471,Entire home/apt,,Zurich,,Kreis 10,0,0.0,3,1.0,,104.0,,Beautiful 3 Rooms Apartment,2017-06-22 19:59:40.703723,47.394871,8.530855,0101000020E61000000FD6FF39CC0F2140C59107228BB24740
16341926,1363,33520272,Entire home/apt,,Zurich,,Kreis 7,0,0.0,2,1.0,,122.0,,"Modern, bright apartment in ideal location",2017-06-22 19:59:40.698947,47.371171,8.554515,0101000020E61000006B48DC63E91B21409F1C058882AF4740
16911620,1363,15882107,Entire home/apt,,Zurich,,Kreis 4,3,5.0,2,1.0,,116.0,,"Central modern apartment, 3min Bhf",2017-06-22 19:59:38.619609,47.38632,8.513312,0101000020E6100000E94999D4D006214036E50AEF72B14740
4853260,1363,24630840,Entire home/apt,,Zurich,,Kreis 10,7,5.0,5,2.0,,105.0,,Lovely flat in center of Zurich,2017-06-22 19:59:38.617310,47.39629,8.531693,0101000020E610000036069D103A102140ADDD76A1B9B24740
10853669,1363,1778444,Entire home/apt,,Zurich,,Kreis 9,1,0.0,6,3.0,,106.0,,"Spacious, Modern, and Comfortable Apartment",2017-06-22 19:59:38.614905,47.367556,8.490572,0101000020E6100000A8AAD0402CFB20406BB933130CAF4740
9956229,1363,50101947,Entire home/apt,,Zurich,,Kreis 8,30,4.5,2,0.0,,106.0,,Studio Seefeld 200m to the lake,2017-06-22 19:59:38.610393,47.356338,8.553588,0101000020E610000085EAE6E26F1B21403929CC7B9CAD4740
7447419,1363,25743204,Entire home/apt,,Zurich,,Kreis 9,0,0.0,4,1.0,,105.0,,Whole 3 bedroom flat to rent - Altstetten,2017-06-22 19:59:38.606588,47.389225,8.49091,0101000020E6100000088F368E58FB20408FE4F21FD2B14740
15341306,1363,86583119,Entire home/apt,,Zurich,,Kreis 3,10,5.0,6,2.0,,106.0,,Family-friendly 4-room-apartment in trendy Kreis 3,2017-06-22 19:59:38.604317,47.364783,8.512097,0101000020E61000006AC2F6933106214082919735B1AE4740
8832615,1363,23655222,Entire home/apt,,Zurich,,Kreis 10,0,0.0,2,1.0,,106.0,,"Nice, cozy apartment in Zurich",2017-06-22 19:59:38.596930,47.392901,8.524993,0101000020E61000000342EBE1CB0C214069C878944AB24740
6382375,1363,13420570,Entire home/apt,,Zurich,,Kreis 4,1,0.0,4,1.0,,116.0,,Rooftop Flat in the Middle of ZH!,2017-06-22 19:59:38.591581,47.379979,8.527353,0101000020E61000001DE56036010E21405915E126A3B04740
2859569,1363,15808245,Entire home/apt,,Zurich,,Kreis 11,47,4.5,6,2.0,,106.0,,HUGE LUXURY APARTMENT-BEST LOCATION,2017-06-22 19:59:38.588771,47.414664,8.539594,0101000020E6100000533C2EAA451421400E6ABFB513B54740
13307128,1363,22004663,Entire home/apt,,Zurich,,Kreis 1,1,0.0,2,1.0,,105.0,,Miami Vice: US-Powerboat with 2x300HP (Vmax: 55kn),2017-06-22 19:59:38.582633,47.366404,8.542812,0101000020E6100000B1C05774EB152140D28F8653E6AE4740
706972,1363,3072679,Entire home/apt,,Zurich,,Kreis 10,2,0.0,2,1.0,,105.0,,NB2: good value 1-room apartment ,2017-06-22 19:59:38.576647,47.393541,8.530193,0101000020E6100000E222F774750F21404C512E8D5FB24740
3745895,1363,10325499,Entire home/apt,,Zurich,,Kreis 5,7,4.5,2,0.0,,116.0,,Beautiful Studio in trendy area,2017-06-22 19:59:36.609659,47.387295,8.522673,0101000020E61000002101A3CB9B0B2140C173EFE192B14740
9791548,1363,20176214,Entire home/apt,,Zurich,,Kreis 7,0,0.0,2,1.0,,116.0,,Wonderful fully furnished apartment,2017-06-22 19:59:36.604900,47.369279,8.550386,0101000020E61000003E5A9C31CC192140BF0CC68844AF4740
16705837,1363,48129601,Entire home/apt,,Zurich,,Kreis 5,7,5.0,4,1.0,,111.0,,Cosy rooftop chalet apartment,2017-06-22 19:59:29.004880,47.392699,8.516823,0101000020E610000027A435069D0821400116F9F543B24740
17384364,1363,32512459,Entire home/apt,,Zurich,,Kreis 7,0,0.0,1,1.0,,106.0,,"3,5 Zimmer Whg (Verfügbar von 10.-31.03.2017)",2017-06-22 19:59:29.002092,47.370672,8.552656,0101000020E610000059E02BBAF51A21407EC51A2E72AF4740
8791984,1363,2095012,Entire home/apt,,Zurich,,Kreis 3,7,4.0,3,2.0,,116.0,,"Central, quiet, bright 2-room apt.",2017-06-22 19:59:28.999577,47.373628,8.513353,0101000020E6100000639B5434D6062140586FD40AD3AF4740
15879427,1363,3072679,Entire home/apt,,Zurich,,Kreis 3,1,0.0,2,1.0,,105.0,,AU AP1,2017-06-22 19:59:28.997229,47.361231,8.523046,0101000020E6100000749B70AFCC0B214093A641D13CAE4740
8268144,1363,9981604,Entire home/apt,,Zurich,,Kreis 5,3,5.0,2,1.0,,115.0,,Modern Loft in trendy Zurich West,2017-06-22 19:59:28.994300,47.391286,8.509832,0101000020E610000096E82CB308052140FBB0DEA815B24740
2015951,1363,10233900,Entire home/apt,,Zurich,,Kreis 3,2,0.0,2,1.0,,105.0,,lovely apartment for two / kreis 3,2017-06-22 19:59:28.990027,47.370747,8.511464,0101000020E6100000A629029CDE052140890B40A374AF4740
16875656,1363,25291258,Entire home/apt,,Zurich,,Kreis 11,2,0.0,4,3.0,,104.0,,4.5 room apartment in Zurich-Oerlikon (Kreis 11),2017-06-22 19:59:28.985273,47.411111,8.540471,0101000020E610000072DF6A9DB81421404F0306499FB44740
16045646,1363,36108777,Entire home/apt,,Zurich,,Kreis 4,0,0.0,2,1.0,,105.0,,Lovely cosy flat 15 min by tram from main station,2017-06-22 19:59:28.982393,47.377839,8.51189,0101000020E6100000834C327216062140A11342075DB04740
1876794,1363,1599948,Entire home/apt,,Zurich,,Kreis 7,5,4.5,2,1.0,,106.0,,Modern sunny Appartment lakeside,2017-06-22 19:59:28.970159,47.367239,8.551794,0101000020E61000000F4240BE841A21406A6803B001AF4740
19433310,1363,118875738,Entire home/apt,,Zurich,,Kreis 11,0,0.0,2,1.0,,105.0,,Luminous Clean Studio with huge Balcony,2017-06-22 19:59:27.543606,47.409938,8.541738,0101000020E61000003B00E2AE5E1521409EB12FD978B44740
18711200,1363,3059651,Entire home/apt,,Zurich,,Kreis 1,3,5.0,1,0.0,,111.0,,Studio Zurich City for 2 people,2017-06-22 19:59:27.541181,47.367063,8.547626,0101000020E6100000EBE0606F621821402C499EEBFBAE4740
5616567,1363,20228521,Entire home/apt,,Zurich,,Kreis 8,5,5.0,2,1.0,,106.0,,"Designer 1bed 2"" from lake & Opera",2017-06-22 19:59:27.536781,47.364139,8.551255,0101000020E6100000518369183E1A21405D19541B9CAE4740
6842215,1363,35852650,Entire home/apt,,Zurich,,Kreis 2,4,5.0,2,1.0,,106.0,,"A lovely, light and airy flat ...",2017-06-22 19:59:27.532681,47.353566,8.526564,0101000020E61000007C80EECB990D2140207D93A641AD4740
9458554,1363,5655028,Entire home/apt,,Zurich,,Kreis 3,3,4.5,4,2.0,,106.0,,Beautiful small appartment,2017-06-22 19:59:27.529715,47.377188,8.512188,0101000020E6100000ABCE6A813D062140C93846B247B04740
15650018,1363,13570663,Entire home/apt,,Zurich,,Kreis 1,9,4.5,2,0.0,,106.0,,New: Dream view to the old town !,2017-06-22 19:59:27.526714,47.369797,8.543869,0101000020E6100000D09D60FF751621405794128255AF4740
13584503,1363,37210467,Entire home/apt,,Zurich,,Kreis 4,13,5.0,4,1.0,,106.0,,The best apartment in Zurich!,2017-06-22 19:59:27.524256,47.380548,8.52592,0101000020E6100000E89FE062450D21407347FFCBB5B04740
18565570,1363,27532764,Entire home/apt,,Zurich,,Kreis 2,1,0.0,5,2.0,,109.0,,Alles in wenigen min erreichbar,2017-06-22 19:59:27.521712,47.362679,8.527754,0101000020E610000097AAB4C5350E214016F9F5436CAE4740
13278157,1363,52444564,Entire home/apt,,Zurich,,Kreis 8,4,4.5,4,1.0,,106.0,,Lovely apartment 3.5  close to lake and center,2017-06-22 19:59:27.517003,47.358036,8.554549,0101000020E61000001B0FB6D8ED1B21403465A71FD4AD4740
5527255,1363,652596,Entire home/apt,,Zurich,,Kreis 3,4,4.5,2,1.0,,106.0,,Colorful 95 m² apartment + balcony,2017-06-22 19:59:27.514502,47.362614,8.516527,0101000020E61000008200193A760821402F89B3226AAE4740
13170502,1363,73594548,Entire home/apt,,Zurich,,Kreis 8,4,5.0,2,1.0,,122.0,,Your home in central Zurich!,2017-06-22 19:59:27.511959,47.348355,8.56492,0101000020E610000070B6B9313D212140F4328AE596AC4740
17950656,1363,15522510,Entire home/apt,,Zurich,,Kreis 6,0,0.0,2,2.0,,106.0,,Great 2-bedroom flat 15min from Zurich centre,2017-06-22 19:59:27.507925,47.393741,8.551074,0101000020E6100000105A0F5F261A2140130CE71A66B24740
17966958,1363,8863512,Entire home/apt,,Zurich,,Kreis 3,3,5.0,4,2.0,,122.0,,Spacious apartment in the heart of Zürich (110m2),2017-06-22 19:59:27.505491,47.366285,8.522634,0101000020E61000002A8E03AF960B2140F701486DE2AE4740
8155428,1363,43054775,Entire home/apt,,Zurich,,Kreis 5,0,0.0,2,1.0,,106.0,,Dachgeschoss-Loft in Zürich-City,2017-06-22 19:59:27.502207,47.383498,8.530224,0101000020E6100000CE1B2785790F21406C0A647616B14740
13599446,1363,13570663,Entire home/apt,,Zurich,,Kreis 1,29,4.5,4,0.0,,106.0,,Best place in beautiful old town of Zürich City,2017-06-22 19:59:25.097759,47.371885,8.544408,0101000020E61000008E5C37A5BC162140BD6F7CED99AF4740
12354473,1363,34979061,Entire home/apt,,Zurich,,Kreis 7,1,0.0,2,0.0,,124.0,,chic boutique studio in Zurich-City,2017-06-22 19:59:25.094587,47.367113,8.556519,0101000020E61000008B34F10EF01C2140DE770C8FFDAE4740
6930420,1363,34979061,Entire home/apt,,Zurich,,Kreis 8,60,5.0,2,0.0,,124.0,,Chic Boutique Loft-200m from Opera!,2017-06-22 19:59:25.084928,47.362499,8.548004,0101000020E61000008527F4FA9318214096EA025E66AE4740
18992578,1363,1314526,Entire home/apt,,Zurich,,Kreis 8,0,0.0,2,0.0,,105.0,,PABS Résidences - Florastrasse 28 (1M),2017-06-22 19:59:25.082245,47.360457,8.54989,0101000020E61000007DCB9C2E8B192140A04E797423AE4740
11875171,1363,13570663,Entire home/apt,,Zurich,,Kreis 1,47,4.5,2,0.0,,106.0,,Big studio in the oldtown Zürich with terrace,2017-06-22 19:59:25.079422,47.374023,8.546313,0101000020E610000061C26856B6172140D57954FCDFAF4740
18064259,1363,34979061,Entire home/apt,,Zurich,,Kreis 8,1,0.0,2,0.0,,118.0,,Great city apartment by the lake!,2017-06-22 19:59:25.077072,47.362502,8.547986,0101000020E6100000EB54F99E91182140075E2D7766AE4740
16524297,1363,55875758,Entire home/apt,,Zurich,,Kreis 11,0,0.0,2,1.0,,113.0,,Neubauwohnung und modern,2017-06-22 19:59:25.074419,47.413195,8.558426,0101000020E6100000E2783E03EA1D214074EFE192E3B44740
5514694,1363,2126702,Entire home/apt,,Zurich,,Kreis 7,4,5.0,4,2.0,,116.0,,Central 3.5 Room with big balcony.,2017-06-22 19:59:25.071622,47.367759,8.559125,0101000020E610000083C0CAA1451E2140A3E716BA12AF4740
13238239,1363,4212121,Entire home/apt,,Zurich,,Kreis 4,11,4.5,2,0.0,,104.0,,Modern Apartment - Centrally Located,2017-06-22 19:59:25.068371,47.370635,8.527448,0101000020E610000064AE0CAA0D0E214061E0B9F770AF4740
17768304,1363,8955993,Entire home/apt,,Zurich,,Kreis 4,3,5.0,2,1.0,,116.0,,Big and central flat with sunny balcony in Zurich,2017-06-22 19:59:25.065975,47.371996,8.527042,0101000020E6100000A33CF372D80D2140151F9F909DAF4740
17340000,1363,89458667,Entire home/apt,,Zurich,,Kreis 10,1,0.0,6,2.0,,115.0,,"Beautiful Penthouse, Big Sunny Terrace, Great View",2017-06-22 19:59:25.063443,47.401777,8.502965,0101000020E6100000B610E4A0840121407BA4C16D6DB34740
10857687,1363,47579967,Entire home/apt,,Zurich,,Kreis 4,14,5.0,2,1.0,,116.0,,Lovely flat in cozy & hip Wiedikon,2017-06-22 19:59:25.060759,47.370548,8.52721,0101000020E6100000923F1878EE0D214092CCEA1D6EAF4740
19361339,1363,935880,Entire home/apt,,Zurich,,Kreis 3,0,0.0,6,2.0,,106.0,,calm apartment + light + balconies in a vivid area,2017-06-22 19:59:25.058434,47.370529,8.514187,0101000020E6100000840EBA84430721401B9C887E6DAF4740
8248653,1363,34976857,Entire home/apt,,Zurich,,Kreis 6,5,4.5,2,1.0,,104.0,,"Stylish, sunny apartment in Zürich",2017-06-22 19:59:25.055307,47.399959,8.538357,0101000020E610000035255987A3132140D55E44DB31B34740
8652123,1363,6598652,Entire home/apt,,Zurich,,Kreis 5,2,0.0,4,1.0,,106.0,,Modern sunny flat in trendy area,2017-06-22 19:59:25.052862,47.392183,8.506848,0101000020E61000000516C094810321400A86730D33B24740
13259455,1363,6461623,Entire home/apt,,Zurich,,Kreis 5,1,0.0,4,2.0,,116.0,,quiet flat right in the heart of lively district 5,2017-06-22 19:59:25.048009,47.384036,8.53019,0101000020E61000001D554D10750F21404B3E761728B14740
13842275,1363,81685146,Entire home/apt,,Zurich,,Kreis 3,5,5.0,4,2.0,,112.0,,"Charming apartment, 10min from city center",2017-06-22 19:59:23.539674,47.366327,8.503157,0101000020E6100000C78157CB9D01214026529ACDE3AE4740
9762598,1363,19507484,Entire home/apt,,Zurich,,Kreis 5,16,4.5,3,1.0,,106.0,,Zurich City Centre,2017-06-22 19:59:23.534663,47.384532,8.530577,0101000020E61000000305DEC9A70F2140FB21365838B14740
8200590,1363,13921571,Entire home/apt,,Zurich,,Kreis 10,2,0.0,2,0.0,,117.0,,Holistic Studio at the River,2017-06-22 19:59:23.532172,47.390683,8.527176,0101000020E6100000E2783E03EA0D2140350D8AE601B24740
11307642,1363,59120785,Entire home/apt,,Zurich,,Kreis 4,5,5.0,2,1.0,,115.0,,Bright studio Zurich Centre n/lake,2017-06-22 19:59:23.529442,47.37354,8.52854,0101000020E610000074417DCB9C0E2140B9DFA128D0AF4740
14607745,1363,40111955,Entire home/apt,,Zurich,,Kreis 9,3,0.0,6,2.0,,106.0,,Modern attic 15 mins from HB 4-6 guests,2017-06-22 19:59:23.526812,47.39796,8.482251,0101000020E610000035ED629AE9F62040DE8E705AF0B24740
18039392,1363,29214062,Entire home/apt,,Zurich,,Kreis 4,6,4.5,3,1.0,,106.0,,Fresh and cozy hideout in Zurich's pulsing heart,2017-06-22 19:59:23.524110,47.380736,8.526132,0101000020E610000016C26A2C610D214076340EF5BBB04740
18226446,1363,31811704,Entire home/apt,,Zurich,,Kreis 6,1,0.0,2,1.0,,106.0,,Downtown Zürich,2017-06-22 19:59:23.516702,47.37876,8.547034,0101000020E6100000A29927D71418214038842A357BB04740
18679166,1363,4302543,Entire home/apt,,Zurich,,Kreis 10,0,0.0,2,2.0,,117.0,,Beautiful apartment in best location,2017-06-22 19:59:23.513601,47.39365,8.524406,0101000020E610000001A777F17E0C214003098A1F63B24740
200894,1363,982579,Entire home/apt,,Zurich,,Kreis 2,18,4.5,2,1.0,,122.0,,Flat close to center and lake,2017-06-22 19:59:23.511007,47.348227,8.528966,0101000020E61000005264ADA1D40E2140C74ACCB392AC4740
7432202,1363,38930966,Entire home/apt,,Zurich,,Kreis 7,22,5.0,2,1.0,,115.0,,Exposed lovely Maisonette lake view,2017-06-22 19:59:23.502363,47.367896,8.565397,0101000020E6100000568330B77B212140242A543717AF4740
4230607,1363,7349875,Entire home/apt,,Zurich,,Kreis 11,5,5.0,2,1.0,,116.0,,Swiss Design in Zürich-Oerlikon,2017-06-22 19:59:23.495659,47.406901,8.548211,0101000020E61000006B9DB81CAF182140D7DAFB5415B44740
4842636,1363,24921660,Entire home/apt,,Zurich,,Kreis 4,42,4.5,2,1.0,,116.0,,"Spacious flat, central location",2017-06-22 19:59:23.489039,47.374667,8.519924,0101000020E61000009ECF807A330A2140FAF19716F5AF4740
14703241,1363,2053961,Entire home/apt,,Zurich,,Kreis 10,1,0.0,3,1.0,,106.0,,Big appartment near city center and river,2017-06-22 19:59:21.616774,47.388235,8.532076,0101000020E610000016F9F5436C102140CF143AAFB1B14740
17220097,1363,18659438,Entire home/apt,,Zurich,,Kreis 10,8,5.0,2,1.0,,105.0,,Lovely and cozy apartment near Zurich center,2017-06-22 19:59:21.611918,47.395662,8.521456,0101000020E6100000209BE447FC0A21408E226B0DA5B24740
8189712,1363,35989119,Entire home/apt,,Zurich,,Kreis 6,4,4.5,2,1.0,,110.0,,Very central flat with sunny garden,2017-06-22 19:59:21.608452,47.3833,8.54211,0101000020E61000004BAB21718F152140454772F90FB14740
13924653,1363,82689846,Entire home/apt,,Zurich,,Kreis 2,14,5.0,2,2.0,,122.0,,Cozy flat close to the lake with mountain view,2017-06-22 19:59:21.598865,47.355446,8.531429,0101000020E6100000BE4A3E76171021403CBF28417FAD4740
