LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,RH2M,T2M,PRECTOT
-37.07032,-10.98399,2016,5,1,122,2016-05-01,67.42,26.9,0.04
-37.07032,-10.98399,2016,5,2,123,2016-05-02,74.27,27.01,2.26
-37.07032,-10.98399,2016,5,3,124,2016-05-03,72.31,26.42,0.59
-37.07032,-10.98399,2016,5,4,125,2016-05-04,66.79,26.23,0.31
-37.07032,-10.98399,2016,5,5,126,2016-05-05,68.46,26.36,0.09
-37.07032,-10.98399,2016,5,6,127,2016-05-06,71.3,26.15,0.27
-37.07032,-10.98399,2016,5,7,128,2016-05-07,68.63,26.05,0.65
-37.07032,-10.98399,2016,5,8,129,2016-05-08,69.33,25.89,0.99
-37.07032,-10.98399,2016,5,9,130,2016-05-09,71.26,25.73,1.37
-37.07032,-10.98399,2016,5,10,131,2016-05-10,77.7,26.11,4
-37.07032,-10.98399,2016,5,11,132,2016-05-11,75.09,26.59,1.78
-37.07032,-10.98399,2016,5,12,133,2016-05-12,70.44,26.95,0.34
-37.07032,-10.98399,2016,5,13,134,2016-05-13,68.21,26.52,0.18
-37.07032,-10.98399,2016,5,14,135,2016-05-14,72.41,25.87,0.25
-37.07032,-10.98399,2016,5,15,136,2016-05-15,79.15,25.99,9.16
-37.07032,-10.98399,2016,5,16,137,2016-05-16,73.53,26.06,4.08
-37.07032,-10.98399,2016,5,17,138,2016-05-17,69.9,26.5,0.44
-37.07032,-10.98399,2016,5,18,139,2016-05-18,72.91,26.31,0.26
-37.07032,-10.98399,2016,5,19,140,2016-05-19,71.37,25.51,0.11
-37.07032,-10.98399,2016,5,20,141,2016-05-20,71.38,25.47,1.25
-37.07032,-10.98399,2016,5,21,142,2016-05-21,75.27,25.58,2.23
-37.07032,-10.98399,2016,5,22,143,2016-05-22,72.64,25.69,3.05
-37.07032,-10.98399,2016,5,23,144,2016-05-23,84.62,26.4,24.24
-37.07032,-10.98399,2016,5,24,145,2016-05-24,86.62,26.27,30.33
-37.07032,-10.98399,2016,5,25,146,2016-05-25,84.43,25.39,10.19
-37.07032,-10.98399,2016,5,26,147,2016-05-26,82.4,24.51,5.45
-37.07032,-10.98399,2016,5,27,148,2016-05-27,80.73,24.72,4.73
-37.07032,-10.98399,2016,5,28,149,2016-05-28,85.05,24.91,7.04
-37.07032,-10.98399,2016,5,29,150,2016-05-29,85.25,25.48,8.55
-37.07032,-10.98399,2016,5,30,151,2016-05-30,83.69,24.99,4.8
-37.07032,-10.98399,2016,5,31,152,2016-05-31,80.75,25.07,1.12
-37.07032,-10.98399,2016,6,1,153,2016-06-01,80.14,24.81,1.09
-37.07032,-10.98399,2016,6,2,154,2016-06-02,81.01,24.94,0.76
-37.07032,-10.98399,2016,6,3,155,2016-06-03,80.28,25.8,0.51
-37.07032,-10.98399,2016,6,4,156,2016-06-04,81.03,25.9,0.55
-37.07032,-10.98399,2016,6,5,157,2016-06-05,77.16,26.35,0.16
-37.07032,-10.98399,2016,6,6,158,2016-06-06,77.89,25.58,0.54
-37.07032,-10.98399,2016,6,7,159,2016-06-07,76.66,26.4,0.62
-37.07032,-10.98399,2016,6,8,160,2016-06-08,75.07,26.44,0
-49.29722,-26.20685,2016,4,29,120,2016-04-29,81.15,11.35,0.02
-49.29722,-26.20685,2016,4,30,121,2016-04-30,75.28,11.42,0.03
-49.29722,-26.20685,2016,5,1,122,2016-05-01,79.72,10.98,0.02
-49.29722,-26.20685,2016,5,2,123,2016-05-02,83.43,13.28,0.04
-49.29722,-26.20685,2016,5,3,124,2016-05-03,84.28,15.32,0.04
-49.29722,-26.20685,2016,5,4,125,2016-05-04,85.2,16.38,0.03
-49.29722,-26.20685,2016,5,5,126,2016-05-05,86.62,16.99,0.35
-49.29722,-26.20685,2016,5,6,127,2016-05-06,94.22,17.17,14.48
-49.29722,-26.20685,2016,5,7,128,2016-05-07,92.58,16.97,4.5
-49.29722,-26.20685,2016,5,8,129,2016-05-08,92.43,16.64,1.85
-49.29722,-26.20685,2016,5,9,130,2016-05-09,93.83,18.16,4.71
-49.29722,-26.20685,2016,5,10,131,2016-05-10,94.73,17.38,3.01
-49.29722,-26.20685,2016,5,11,132,2016-05-11,92.42,15.47,3.19
-49.29722,-26.20685,2016,5,12,133,2016-05-12,94.01,14.98,5.38
-49.29722,-26.20685,2016,5,13,134,2016-05-13,92.15,14.06,1.65
-49.29722,-26.20685,2016,5,14,135,2016-05-14,91,15.3,1.29
-49.29722,-26.20685,2016,5,15,136,2016-05-15,85.98,17.7,0.21
-49.29722,-26.20685,2016,5,16,137,2016-05-16,87.18,17.12,14.37
-49.29722,-26.20685,2016,5,17,138,2016-05-17,81.92,12.06,3.54
-49.29722,-26.20685,2016,5,18,139,2016-05-18,82.3,12.46,0.15
-49.29722,-26.20685,2016,5,19,140,2016-05-19,84.26,11.69,0.13
-49.29722,-26.20685,2016,5,20,141,2016-05-20,93.35,13.71,25.96
-49.29722,-26.20685,2016,5,21,142,2016-05-21,92.5,17.59,13.49
-49.29722,-26.20685,2016,5,22,143,2016-05-22,96.28,16.82,21.32
-49.29722,-26.20685,2016,5,23,144,2016-05-23,79.59,11.52,0.45
-49.29722,-26.20685,2016,5,24,145,2016-05-24,87.12,11.86,0.92
-49.29722,-26.20685,2016,5,25,146,2016-05-25,93.51,13.81,0.97
-49.29722,-26.20685,2016,5,26,147,2016-05-26,90.78,15.81,0.54
-49.29722,-26.20685,2016,5,27,148,2016-05-27,98.27,14.79,9.35
-49.29722,-26.20685,2016,5,28,149,2016-05-28,97.48,14.32,4.03
-49.29722,-26.20685,2016,5,29,150,2016-05-29,99.32,15.19,3.7
-49.29722,-26.20685,2016,5,30,151,2016-05-30,91.51,15.24,1.41
-49.29722,-26.20685,2016,5,31,152,2016-05-31,88.66,15.66,0.58
-49.29722,-26.20685,2016,6,1,153,2016-06-01,97.34,14.5,14.51
-49.29722,-26.20685,2016,6,2,154,2016-06-02,92.45,13.53,4.87
-49.29722,-26.20685,2016,6,3,155,2016-06-03,81.25,12.47,0.02
-49.29722,-26.20685,2016,6,4,156,2016-06-04,89.73,12.07,1.25
-49.29722,-26.20685,2016,6,5,157,2016-06-05,92.28,12.84,4.3
-49.29722,-26.20685,2016,6,6,158,2016-06-06,95.04,12.28,3.56
-49.29722,-26.20685,2016,6,7,159,2016-06-07,80.49,10.56,0.09
-49.29722,-26.20685,2016,6,8,160,2016-06-08,73.84,8.36,0
